63941125,63844006
79486980,79414109
95942783,95819951
85608479,85515841
127373908,127247264
1077004773,1076893502
74104069,73975822
41821725,41650065
2210685204,2210524674
2352156222,2352038610
2351704936,2351560017
2448154907,2448051744
2396335834,2396208603
2332837473,2332736234
2298034660,2297917221
74685801,74596513
2359456233,2359351338
2335580514,2335452072
55489664,55387700
82633824,82529345
74290916,74129355
89680367,89564390
79342873,79159456
2310368154,2310260293
91239571,91065508
91271999,91212149
72933978,72817139
73636149,73498139
75188653,75055411
2228422837,2228277389
2276132099,2275981570
100690056,100600223
2256484228,2256356973
63049865,62875526
2240569829,2240446276
51570592,51445108
69217788,69048943
2278451724,2278370790
2276474650,2276400116
2281267596,2281203087
71684727,71604050
2294914908,2294788655
66980620,66814275
70494710,70368995
77506687,77331337
79074063,78902631
2271431259,2271316548
88324074,88142467
2304210425,2304089836
81963612,81773748
2309105185,2308957352
62016024,61882709
2287995107,2287866202
2331902589,2331773304
74844754,74742523
72319698,72146125
2277919518,2277826726
2303119018,2303025357
2391126772,2390998365
2365213031,2365042337
2367541932,2367446167
2331143801,2331008865
2373990023,2373820164
75455981,75281278
64279062,64086539
2421861490,2421706624
2375275538,2375148789
87528831,87393177
2363635468,2363506045
60563553,60464046
2306660989,2306535588
2306174363,2306046050
2369366795,2369244155
2352294590,2352163653
60263851,60106967
2296252346,2296117488
73214297,73041049
81443115,81318485
2308654385,2308538941
61958882,61793502
68029213,67865268
68222868,68046893
69553527,69442891
82636453,82445691
2307624987,2307455647
67272457,67104798
72600220,72435263
60059899,59897239
85128538,84956101
2258959737,2258821252
2271721320,2271625823
2297205171,2297076890
2217468673,2217370492
2213312792,2213208745
2228294869,2228162095
73868441,73791931
75914864,75853392
59992323,59849484
86015174,85827202
2130118320,2130003452
70672622,70536257
2138249603,2138150019
2171755792,2171549567
2186061005,2185892283
72673310,72540609
2273116529,2273016849
2286732024,2286620971
2297098036,2296999328
2258731824,2258600007
2260554224,2260472051
85475184,85373665
72808285,72713666
65315699,65155318
2262615370,2262444720
2242899530,2242776753
2244052762,2243912312
77206657,77087589
75341218,75143197
88347612,88175159
2214309586,2214140969
2175637365,2175452362
82559099,82395858
2270926121,2270765761
2239427281,2239336753
2282363382,2282262711
81373585,81201018
70166501,70099980
2273711264,2273630723
77882270,77707524
2270151235,2270044494
74423973,74291052
2291613207,2291512809
79360513,79217159
70906104,70737162
2264149548,2264004425
2255677234,2255481741
2262484714,2262314835
2230109768,2229969207
60099014,59924339
85629446,85524749
2316963012,2316869149
2296300239,2296158376
2294580293,2294490134
2296421833,2296355235
2332294666,2332154596
91374754,91290367
2285619532,2285447858
2323818080,2323678922
2264020547,2263829490
2291394528,2291219758
2302031903,2301850997
73300704,73142100
2327053578,2326893816
2341274202,2341136232
69621266,69466349
2364436254,2364300060
2336427411,2336327246
66195148,66029059
2318659863,2318519078
87581035,87472282
51284026,51126891
2334970807,2334849147
68925024,68836894
60236612,60113448
2312637113,2312515064
64656705,64482331
81312630,81133176
74468650,74250394
2178299032,2178162562
94664826,94491988
61154608,61033700
85397052,85223754
64010613,63918352
2254466468,2254335443
2213886703,2213773623
2216730680,2216590321
78451587,78325100
2274104211,2274020283
66913308,66785180
2303124173,2303005007
2295905356,2295802962
2326584756,2326474900
2288071948,2287954353
50167508,50063601
82602791,82481390
71188954,71057389
2228438088,2228329336
2262300566,2262124132
2275038588,2274905185
2317387691,2317264186
85097992,84967753
74397219,74268445
93468845,93292163
64866939,64686449
71301090,71130582
2262244633,2262084078
2284689259,2284552565
2323983117,2323872732
2269064226,2268967938
60722459,60623770
71854558,71762245
78313561,78214256
2257698294,2257596084
59956677,59856652
2272843787,2272747155
63221441,63084292
73353889,73263443
84791602,84647838
77057686,76928433
2242210287,2242029590
2266890823,2266760523
2298956589,2298827757
64854445,64706248
80403044,80280291
79881344,79781692
2186025373,2185852690
94794966,94619005
2226539480,2226392570
81017462,80894576
55428093,55255561
2283603085,2283503956
2319560868,2319470011
2260356942,2260231623
2259848795,2259785199
2266318757,2266257738
71196355,70978950
70312930,70252998
71002678,70938971
2247362889,2247271206
2183634694,2183510632
2201317739,2201185452
61470083,61318389
71747072,71581633
2185708571,2185502998
65189984,65019054
2159521572,2159392831
2221722190,2221583680
2320268510,2320157430
2271193893,2271098649
2277680131,2277578743
2289244766,2289182012
76698797,76574402
78254845,78151594
65325533,65153630
74101009,73938309
82971608,82796311
2294851631,2294736145
69948872,69818670
2294078894,2293956158
61714912,61605215
59307184,59161712
71000267,70816203
2272996181,2272870329
58374458,58232309
66225762,66101570
2257447788,2257269511
2225853200,2225716724
59550811,59423097
2238641250,2238510362
71263359,71089956
37898577,37728844
2273834831,2273687510
2270592198,2270496412
59445526,59339946
62139261,61965032
2202817248,2202695379
2251772021,2251590643
96940056,96786317
2267980620,2267855384
2267030368,2266865954
2282500752,2282355484
2249490397,2249321768
70439691,70263920
70791621,70702118
69502482,69353663
83606571,83428279
68786362,68608017
2341140003,2341019985
2277985520,2277856197
63833209,63714785
74329607,74204526
59362716,59193600
2219438832,2219294470
98682784,98558736
2259728310,2259601721
2230097572,2230006257
2257734271,2257616193
60551584,60453812
69168794,69058275
2245973054,2245849030
72130180,71985644
70218708,70044838
2219459607,2219348152
2224748791,2224655068
2321029219,2320859353
70476102,70304977
2206196495,2206093724
2246635443,2246451596
73353006,73155256
2228640002,2228504035
2258519143,2258393661
2253342723,2253210156
2277781726,2277655884
55609486,55506387
80364382,80247450
65936755,65796781
2227937468,2227765938
72199375,72018623
2229654592,2229558924
2248018657,2247909978
2279805757,2279690934
2302391267,2302244411
2292759058,2292589831
86747505,86569525
2343486541,2343363087
2306899446,2306777036
2328940151,2328822160
2274746697,2274650243
67530328,67365221
97076181,96933307
2246687822,2246524398
65356042,65192407
2266453948,2266320484
2271989158,2271909760
81862712,81741249
71249715,71082872
76794165,76602958
75254053,75089297
2257692517,2257547633
2314870658,2314748943
2231099215,2230936995
2285946043,2285782898
2320926454,2320786606
87538822,87368390
2289816526,2289650905
2289186279,2289035235
97855296,97695782
76730344,76586132
2291323946,2291155507
2241909423,2241805301
2297337740,2297149521
2306751202,2306625498
2385248721,2385112480
74400600,74277783
2234810113,2234625027
77627563,77468056
2294014885,2293894713
75524295,75403603
2317752790,2317632419
2302083186,2301931442
2224800290,2224672031
2228012503,2227864858
59969621,59910359
84159809,83979043
2238729561,2238609360
82416541,82288857
67400826,67296341
52312173,52145219
2218297581,2218144273
2236468356,2236335308
61666816,61482830
2238326579,2238136769
2241787410,2241604079
2290175946,2289968273
2303346643,2303207239
2277169400,2277093234
2280514203,2280344832
79805023,79650766
2278284779,2278184331
2289028296,2288853997
2287710873,2287567915
2301089416,2300924210
65675647,65548507
2315063510,2314904934
2333793280,2333623192
70296631,70121409
62837614,62658359
2315687491,2315556269
2347601321,2347522672
2254264085,2254172675
2287201098,2287094354
2331906857,2331785091
70008059,69890011
60102585,60014595
84218071,84116648
2279035241,2278913843
2280716543,2280519117
2297726410,2297569636
2309827832,2309633818
2267230405,2267058483
69091629,68924293
62327477,62139894
2255177623,2255099784
54346352,54180445
77654548,77522936
2304169925,2304060596
2277729878,2277627531
2256817671,2256711226
2242066338,2241990611
72168755,72071661
67460723,67399635
69070858,69011226
74250957,74157522
2089968121,2089862586
65898457,65787344
67396440,67259487
68399419,68317045
77371142,77313378
1928061271,1927936853
1933122024,1933059453
1938309294,1938203847
85852494,85715247
86476932,86351473
55313198,55212828
73127209,72960550
64272450,64153943
79532461,79391171
1911122103,1910933020
1911403429,1911270487
64761465,64599074
2171548913,2171453181
2253186595,2253037063
2269449798,2269365442
50381149,50282007
2255168417,2255074951
2239481129,2239398132
70614590,70500952
2308640031,2308554902
62193769,61998066
63284324,63101708
2308816103,2308679250
73251749,73079276
2243676744,2243563116
57550044,57443903
63468066,63293260
70209572,70043132
36176629,36007122
70399156,70192318
2194288346,2194158450
70381143,70249215
2232286855,2232164360
2212679284,2212542657
2240892107,2240791098
2306153930,2306041602
2259214846,2259115724
79582532,79405935
78859925,78800497
80241593,80171615
2185309997,2185203072
2157556944,2157447037
2174455662,2174363714
57233262,57147300
57354926,54640199
57061297,56977715
77258291,77141772
73795835,73636491
68854848,68638632
2096371622,2096230991
2134803123,2134689904
2085587306,2085465040
94741072,94606529
2158652834,2158517216
2248260080,2248164038
2273468001,2273332104
2268365062,2268219768
2285995676,2285847871
48932276,48769700
2274930611,2274825102
81411757,81239306
96468804,96355041
78560449,78384635
2333513156,2333343520
2333802398,2333674559
2290368342,2290240020
2311388276,2311252499
68063756,67884690
2269180083,2269031026
2280811916,2280623697
2308266417,2308165157
2340309491,2340125251
2235346351,2235178209
2351544869,2351373027
2312385551,2312262555
2244625469,2244482033
80456567,80131238
85038322,84915045
2256310658,2256185834
72508780,72341492
69240444,69118812
2269203838,2269075314
73258323,73094497
79294221,79165786
45753030,45589671
2228208509,2228041535
2185733230,2185608053
2192942374,2192871675
69572289,69463787
71846850,71748729
61328718,61190022
2212847727,2212730586
2152760983,2152646385
61940683,61784685
88533211,88425383
2188325573,2188218676
2229263763,2229100495
83168523,83046711
63469705,63355535
2222934204,2222833792
74920071,74799604
2239321978,2239173910
2184171603,2184010534
92358589,92190410
81064270,80997087
61959703,61808428
70856442,70654951
2259050822,2258939591
2230973233,2230847247
2208286752,2208157198
2182464797,2182289720
2261118180,2261032959
91958506,91806144
62750984,62581861
69101734,68960253
78594090,78461893
65435863,65296328
71986734,71790966
2209873586,2209749255
2187909632,2187778375
57356926,57264242
68065898,67958089
